clean_text,category
"When people don t work to take control of things that matter  they work to take control of things that don t matter  That s called politics " , 0
" Lifedrops Go to Sunauli  Kakarbhitta  Rupedia  Jogbani borders  amp  show me any protests  You want the truth or your own fictional beliefs " , 1
"We live in a world where we have to hide to make love  while violence is practiced broad daylight " , 0
"Pakistan need dam s as soon as possible in near future we will be fighting on water  PLEASE GO HEAD ON KALA BAGH DAM leave dam politicians " , 0
"Welthungerhilfe providing affordable renewable solar energy to rural Sierra Leone with funds from the European Union https   t co 7RLX4tGpC5" , 0
"Rep from Niger intervenes in discussion on  climatechange   migration  amp  environment  ICMPD  mieux2 consult in Togo https   t co I8XxpcgcRQ" , 0
"Daily dosage of stomach torture   " , 0
"Go I Just Voted for  justinbieber for  ArtistOfTheYear Go Here https   t co snlC5dEKwj and Vote for your favorite " , 0
" UPRONAPARTY unsuccessful presidential candidate Ambassador  g nduwayo among  CNDI members sworn in today  RFI https   t co D2OcS2vyNf" , 0
" USA made the mistake at the start of the  Arab Spring  ignoring warnings about jihadist threats change in  Libya  https   t co QLoV5qf3yS" , 0
"the Secretary General in a video message to address what he called  the dangerous escalation in violence across the occupied Palestinian" , 0
"The project is an 18 months project with about 11 million US dollars funding from IDB alongside the government s counterpart contribution " , 0
"No to blockade   No to blackmail   No to violent protest   No to police brutality   No to Indian interference  Yes to legitimate demands " , 0
"6  Government 7  Likoni 8  Uchumi 9  Martial 10  Daddy Owen  2015 10 26 20 30 EAT  trndnl https   t co 6AyDQDZQ89" , 0
"NTERVIEW Better laws  data needed to combat human  trafficking in W  Africa https   t co xmCZzVUmCt  GI TOC  mherbe01" , 0
"Authorities in C te d Ivoire Ivory Coast praise citizens for peaceful voting   results for presidential elections expected within days" , 0
"Ministerial screening  I remain an activist   Prof Adewole https   t co Wl3oetTLOp" , 0
" Samrainsy got threats with arrest by PM  HunSen while other 2 parliamentarians were beaten violently by protesters https   t co cE7Mf7otia" , 1
"NEC releases presidential results for 51 new constituencies as CCM s John Magufuli maintains the lead   TanzaniaDEcides" , 0
" WinchesterLim3y  Rommanomar  sandukankanack Satan has surrounded all of you with delusions  lies  prejudices  corruption  violence  fears " , 0
"HNDA students with Anthare  to launch a Protest march Today afternoon in Colombo  Possible Traffic JAM    LKA  SriLanka  University  road lk" , 1
" CAR Gov t presents to reps of int l community  CAR G8 led by  AU  the new leadership of Nat l Electoral Commission https   t co uRYZFVqUK3" , 0
"Signing of the 10 point plan on violence against children  https   t co hDVugC3Gsv" , 1
"If your gratitude is strong and constant  the movement of the things you want will always be toward you " , 0
" Jonbillzjr  If voting made any difference they wouldn t let us do it  Mark Twain  Possibly WaTz walikubali elim bure ila ikawa th other way" , 0
"Swedish politician says country  facing collapse  due to mass influx of refugees  https   t co 7jOkFHsyFW" , 0
" KenYounos  shim rational In fact  even in the US  many atheist would prefer to hide their atheism because of social rejection not violence" , 0
"We are not done   KaizerChiefs defend  And Strike 1000000   winning  SowetoDerby" , 0
"What do some politicians do  I am genuinely curious  Will do this  Then will do that  Then this  Ok work done for the day " , 0
"Men are like plastics  they won t bend easily  can be used as weapons when pushed n broken  Its sharp edges could be dangerous  Very " , 0
"Substance abuse is closely related to crime violence amp  risky sexual behaviours predisposing youths to HIV  amp  unintended pregnancies  YFSforAll" , 0
"Polls all over my timeline   interesting this new feature of twitter" , 0
"say NO to Gender Based Violence       HearUsLord  TogetherWeCan   University of Namibia https   t co 76Pssb3D4a" , 0
" damakant correction  India   you can only import fuel from non Indian borders or via air  IndiaBlockadesNepal" , 0
"Hun Sen  If there were no demonstrations in New York and Paris  there would be no demonstration in Phnom Penh  " , 0
"IT IS ONLY WHEN YOU SEE A MOSQUITO LANDING ON YOUR TESTICLES THAT YOU REALIZE THAT THERE IS A WAY TO SOLVE PROBLEMS WITHOUT USING VIOLENCE " , 0
"Pictorial  Electoral Commission Concludes Presidential Nomination Exercise  On Wednesday the Commission nomina    https   t co 7Ni4RhZbSp" , 0
"SCF protests Amnesty International s statement on war crimes trials https   t co J9QaQY87hg  https   t co KzUzFwOwBo" , 1
" nytimes just read the news   Remove  Modi  amp  save the  nation  MrLaluPrasadYadav   india  politics  BiharElections" , 1
"Freedom is a lonely road " , 0
"Why is there a drought in  Ethiopia  https   t co GHOqN1UEOX via BBC Meteorologist   chrisfawkes" , 0
"It is very easy to talk about implimentation of constitution  but no body  corrupt  amp  incompitant rulers  is willing to do it" , 0
"3 Non violence requires more courage than violence  " , 0
"Attending WHO consultation meeting in Ethiopia on the role of NGO CSOs in END TB campaign  I addressed the world on GAPP s integrating TB " , 0
"More violence in  CARCrisis https   t co ouo9cUrUyr" , 1
"More than 2 billion people are Muslim in the world  If  Islam was a religion of violence there would be no one left on Earth " , 0
"What s happening to our world  So much hate  violence  distrust  anger  Y so many youth R opting 4 extremism   Paris  CARcrisis  Syria  1 3 " , 0
"Fight discrimination   persecution   inequalities   end violence   Paris  CARcrisis  civilrights  USA  Rohingyas  Palestine  Syria  3 3 " , 0
" love and peace" , 0
" MuslimsAreNotTerrorist is Trending On Twitter  We Started This  Keep The Movement Strong   DeenSquad" , 0
"If we stop and throw stones at every dog wich barks on the road  we don t reach our destinations   Let continuous    https   t co FpR6U0B2aq" , 0
"i vote for  SanayaIrani for  AsjadNazirSexyList2015  asjadnazir 197" , 0
"When u pray u must get up n act up on d words of ur prayer       FacilitateTheExpectedResult  RonnyVibez   GM" , 0
"Violence breeds violence   PrayForPeace  PrayForTheEntireWorld" , 0
"23 people are in custody and 104 under house arrest  and weapons have been seized in connection with Paris attacks " , 0
"The renovation of  Sahafi hotel is ongoing after 15 people killed in deadly  alShabaab attack in  Mogadishu  Somalia https   t co 9M0wc8qPRZ" , 0
" MIU WELCOME PARTY VOTING IS ON    SaadLamjarred and  Ramy sabry  or  cairokee and  westelbld or  Mohamedhamaky" , 0
"Someone gains from this violence  A person who gains no matter who bombs who  In fact the more bombs the merrier  That s the enemy " , 0
"But when you do  you ll fantasise that when you were young  politicians were noble  prices were reasonable  amp  children respected their elders" , 0
"Yes officer  i did see the  speed limit  sign  i just didn t see you " , 0
"India  Pakistan need Kashmir based Peace Resolution " , 0
"Watching the movement of the birds in the sky  counting the different sounds of crickets  Grooming a garden  All this is a good  meditation " , 0
"The vast desert of  Mali was recently a playground for various  Armed Groups   Cocaine Smugglers   Jihadists  tribal militias  All exploits" , 0
"There is already too much violence in this world" , 0
"Would this international terrorism wave affect global economy   If yes how   Any report soon    WorldBank  OECD  IMFNews" , 0
"rainmaker3909    This is how I protect myself from the sun    https   t co jsOP3D9tZO  Somone  senegal" , 0
" road lk well I did the registration yesterday  Some people say that I need to get emission certificate to obtain revenue license " , 0
"Priority is nation not sports hence we should boycott the games and show our protest towards India   NoSAFFthistime" , 1
"I can never forget my year 2 Legal system   test question   law is a science like physics nd chemistry discuss  no hope mehn" , 0
"Bomb explosion in downtown  Tunis reportedly in bus carrying presidential guard" , 0
" BREAKING  Powerful Explosion has targeted on bus carrying Tunisian Presidential palace guards sources say via local media officials" , 0
"We are doing a  survey on  VoilenceAgainstWomen marking the  16days  orangetheworld Join us Fight back against  VAW  https   t co WdPJj4iGID" , 0
"Team  UNDP Myanmar marks the  16days of activism against violence women by turning up in orange  orangetheworld https   t co 2wl4Hunl3h" , 1
"Take action to fight against gender based violence during this  16days campaign  Support  orangetheworld https   t co J4OGVNetNa" , 0
"To stop  ViolenceAgainstWomen  men must challenge the violence of other men   orangetheworld  16DaysofActivism" , 0
" BBCNews Glad  David Cameron wants  CHOGM2015 discussions to focus on how  Commonwealth countries can beat  terrorism  Now THAT s relevance " , 0
"Is Kenya a war torn nation  Where in Africa is like Syria  Iraq and Israel  Even Somalia better " , 0
"Girls between 15 and 19y old are victims of sexual violence  MDG2013  Take action  16DaysCampaign  with  AGS2015" , 1
"Team No Voting All The Way   namvotes  votingday" , 0
"I think sex is overrated  Why I wonder what drives people to rape  The urge for violence " , 0
"but one shining example is the growing global movement for 100  renewable energy  Since 2013 " , 0
"The yet to unfold ages of the future  yield their mystery to those whose faith explores beyond the visible" , 0
"Here with a brother from another mother  from  Liberia     Shot taken in  SierraLeone    after  https   t co t44EkHuPj1" , 0
"Killed today on biafra protest by police https   t co PPqcQovViU" , 1
" ggreenwald Dear Mr  Greenwald  have you seen the video  Retired Obama  John Kerry  and President Edward Snowden  https   t co zMD63qC9SR" , 0
"I vote for  SanayaIrani in  TVPersonality2015   BizAsia  SabrasRadio  RajBaddhan https   t co Fdiiw6frvh" , 0
"Am tempted to say stoke can attack more than united but they ve brrn do good against city today" , 0
"How come when it comes to soccer we are less forgiving towards incompetence yet when it s politicians  we tolerate the corrupt  amp  the inept " , 0
"It s the  16DaysofActivism Against gender violence  I will help  EndViolence  https   t co 1R1O6eZIZu https   t co GeJrEu3byF" , 1
"Ticking time bomb   Daesh set to use  weapons of mass destruction in Europe https   t co pSTy9DSNop https   t co GoWXV5PMi3" , 0
"We re incredibly proud to be at the offices of 88 Generation movement with Ko Ko Gyi https   t co 3rJMGVYcyW" , 0
"We ve a duty to teach ur children esp  ur boys violence is wrong   Usa  Found  for Women https   t co Fw56BHsaFH https   t co XIa3HB2sKO" , 0
" MyANC  how long will you watch Pres Zuma destroying our movement  This guy is making Malema look like an intellect  ZumaMustFall" , 0
"Wild  SriLanka  lka And this is what our politicians and their henchmen want to ruin to line their own pockets  https   t co JXxS5Oj2at" , 0
"Young men killed by their government and the world is mute   Burundi" , 0
"I vote for  SanayaIrani  StarMBC  MBCBollywood  best Indian TV actress 2015 35" , 0
"Mahlambi takes SA to Rio with a cool strike  SA u23 wins 3 1 on penalties over Senegal  BafanaBafana  cafu23afcon" , 0
"Historical day in  CARcrisis  Referendum today for new constitution  but marked with violence in  Bangui  Injuries from shots  amp  grenades" , 0
"Just posted a photo   Govt BL College  Khulna https   t co g7yPkBan03" , 0
"Overwhelming support for  One ASEAN One Response  Declaration at ASEAN Committee on Disaster Management  AHACentre https   t co XcfzIVKDcU" , 0
"2 protesters killed in clashes with police in Diyarbakir   Turkey  security source says    AFP" , 1
" Russia does not supply Free Syrian Army with weapons  Kremlin aide says   RIA via  Reuters" , 0
